Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","100","India","7271","Temperature change","7010","October","2012","2012","°C","0.192","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7010","October","2013","2013","°C","0.467","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7010","October","2014","2014","°C","0.777","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7010","October","2015","2015","°C","1.445","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7010","October","2016","2016","°C","0.869","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7010","October","2017","2017","°C","1.396","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7010","October","2018","2018","°C","0.911","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7010","October","2019","2019","°C","0.348","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7010","October","2020","2020","°C","1.274","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7011","November","2010","2010","°C","1.587","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7011","November","2011","2011","°C","1.316","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7011","November","2012","2012","°C","0.317","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7011","November","2013","2013","°C","0.299","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7011","November","2014","2014","°C","1.09","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7011","November","2015","2015","°C","1.691","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7011","November","2016","2016","°C","0.822","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7011","November","2017","2017","°C","0.841","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7011","November","2018","2018","°C","1.326","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7011","November","2019","2019","°C","1.508","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7011","November","2020","2020","°C","0.703","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7012","December","2010","2010","°C","0.094","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7012","December","2011","2011","°C","0.812","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7012","December","2012","2012","°C","0.928","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7012","December","2013","2013","°C","0.432","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7012","December","2014","2014","°C","0.117","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7012","December","2015","2015","°C","1.302","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7012","December","2016","2016","°C","1.407","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7012","December","2017","2017","°C","1.094","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7012","December","2018","2018","°C","0.395","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7012","December","2019","2019","°C","0.256","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7012","December","2020","2020","°C","0.825","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7001","January","2010","2010","°C","-0.38","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7001","January","2011","2011","°C","-0.343","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7001","January","2012","2012","°C","-0.508","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7001","January","2013","2013","°C","-1.144","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7001","January","2014","2014","°C","0.608","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7001","January","2015","2015","°C","0.152","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7001","January","2016","2016","°C","0.586","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7001","January","2017","2017","°C","1.038","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7001","January","2018","2018","°C","-0.656","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7001","January","2019","2019","°C","0.481","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7001","January","2020","2020","°C","-0.468","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7002","February","2010","2010","°C","0.925","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7002","February","2011","2011","°C","0.543","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7002","February","2012","2012","°C","0.489","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7002","February","2013","2013","°C","0.323","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7002","February","2014","2014","°C","-1.033","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7002","February","2015","2015","°C","1.614","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7002","February","2016","2016","°C","2.314","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7002","February","2017","2017","°C","1.707","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7002","February","2018","2018","°C","1.864","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7002","February","2019","2019","°C","0.471","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7002","February","2020","2020","°C","0.66","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7003","March","2010","2010","°C","2.7","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7003","March","2011","2011","°C","0.634","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7003","March","2012","2012","°C","0.151","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7003","March","2013","2013","°C","0.686","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7003","March","2014","2014","°C","-0.276","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7003","March","2015","2015","°C","-0.061","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7003","March","2016","2016","°C","2.075","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7003","March","2017","2017","°C","1.222","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7003","March","2018","2018","°C","1.48","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7003","March","2019","2019","°C","-0.42","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7003","March","2020","2020","°C","-0.652","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7004","April","2010","2010","°C","2.44","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7004","April","2011","2011","°C","-0.794","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7004","April","2012","2012","°C","-0.046","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7004","April","2013","2013","°C","-0.168","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7004","April","2014","2014","°C","0.364","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7004","April","2015","2015","°C","-1.763","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7004","April","2016","2016","°C","2.724","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7004","April","2017","2017","°C","1.186","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7004","April","2018","2018","°C","-0.289","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7004","April","2019","2019","°C","0.37","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7004","April","2020","2020","°C","-1.233","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7005","May","2010","2010","°C","0.512","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7005","May","2011","2011","°C","-0.421","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7005","May","2012","2012","°C","0.889","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7005","May","2013","2013","°C","0.42","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7005","May","2014","2014","°C","0.586","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7005","May","2015","2015","°C","0.675","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7005","May","2016","2016","°C","-0.253","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7005","May","2017","2017","°C","0.01","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7005","May","2018","2018","°C","-0.275","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7005","May","2019","2019","°C","0.865","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7005","May","2020","2020","°C","-1.361","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7006","June","2010","2010","°C","1.573","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7006","June","2011","2011","°C","-0.055","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7006","June","2012","2012","°C","2.646","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7006","June","2013","2013","°C","0.297","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7006","June","2014","2014","°C","1.452","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7006","June","2015","2015","°C","1.598","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7006","June","2016","2016","°C","0.983","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7006","June","2017","2017","°C","1.147","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7006","June","2018","2018","°C","1.385","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7006","June","2019","2019","°C","1.947","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7006","June","2020","2020","°C","-0.511","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7007","July","2010","2010","°C","1.297","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7007","July","2011","2011","°C","0.849","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7007","July","2012","2012","°C","1.052","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7007","July","2013","2013","°C","1.238","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7007","July","2014","2014","°C","0.936","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7007","July","2015","2015","°C","0.998","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7007","July","2016","2016","°C","0.332","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7007","July","2017","2017","°C","0.945","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7007","July","2018","2018","°C","1.185","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7007","July","2019","2019","°C","1.026","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7007","July","2020","2020","°C","0.495","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7008","August","2010","2010","°C","1.122","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7008","August","2011","2011","°C","0.609","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7008","August","2012","2012","°C","0.983","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7008","August","2013","2013","°C","0.86","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7008","August","2014","2014","°C","0.7","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7008","August","2015","2015","°C","1.165","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7008","August","2016","2016","°C","1.645","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7008","August","2017","2017","°C","1.248","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7008","August","2018","2018","°C","0.672","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7008","August","2019","2019","°C","1.862","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7008","August","2020","2020","°C","1.202","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7009","September","2010","2010","°C","0.778","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7009","September","2011","2011","°C","0.904","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7009","September","2012","2012","°C","0.733","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7009","September","2013","2013","°C","1.046","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7009","September","2014","2014","°C","0.467","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7009","September","2015","2015","°C","1.788","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7009","September","2016","2016","°C","0.836","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7009","September","2017","2017","°C","1.591","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7009","September","2018","2018","°C","1.027","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7009","September","2019","2019","°C","-0.343","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7009","September","2020","2020","°C","0.998","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7010","October","2010","2010","°C","1.29","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7010","October","2011","2011","°C","0.822","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7010","October","2012","2012","°C","-0.078","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7010","October","2013","2013","°C","0.396","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7010","October","2014","2014","°C","0.219","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7010","October","2015","2015","°C","1.02","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7010","October","2016","2016","°C","1.639","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7010","October","2017","2017","°C","1.538","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7010","October","2018","2018","°C","-0.07","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7010","October","2019","2019","°C","0.035","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7010","October","2020","2020","°C","1.665","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7011","November","2010","2010","°C","2.115","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7011","November","2011","2011","°C","1.061","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7011","November","2012","2012","°C","-0.662","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7011","November","2013","2013","°C","-0.033","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7011","November","2014","2014","°C","0.717","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7011","November","2015","2015","°C","1.359","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7011","November","2016","2016","°C","0.998","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7011","November","2017","2017","°C","1.042","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7011","November","2018","2018","°C","0.108","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7011","November","2019","2019","°C","1.749","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7011","November","2020","2020","°C","-0.063","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7012","December","2010","2010","°C","0.677","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7012","December","2011","2011","°C","0.663","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7012","December","2012","2012","°C","0.164","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7012","December","2013","2013","°C","0.696","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7012","December","2014","2014","°C","-0.502","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7012","December","2015","2015","°C","0.425","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7012","December","2016","2016","°C","0.805","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7012","December","2017","2017","°C","1.413","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7012","December","2018","2018","°C","-0.011","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7012","December","2019","2019","°C","-0.968","Fc","Calculated data"
"ET","Temperature change","149","Nepal","7271","Temperature change","7012","December","2020","2020","°C","0.218","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7001","January","2010","2010","°C","1.752","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7001","January","2011","2011","°C","0.318","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7001","January","2012","2012","°C","-0.274","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7001","January","2013","2013","°C","0.821","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7001","January","2014","2014","°C","0.229","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7001","January","2015","2015","°C","0.912","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7001","January","2016","2016","°C","2.147","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7001","January","2017","2017","°C","0.689","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7001","January","2018","2018","°C","1.921","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7001","January","2019","2019","°C","1.314","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7001","January","2020","2020","°C","-0.847","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7002","February","2010","2010","°C","1.291","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7002","February","2011","2011","°C","0.79","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7002","February","2012","2012","°C","-1.619","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7002","February","2013","2013","°C","0.673","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7002","February","2014","2014","°C","-0.912","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7002","February","2015","2015","°C","1.89","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7002","February","2016","2016","°C","1.436","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7002","February","2017","2017","°C","1.291","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7002","February","2018","2018","°C","2.396","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7002","February","2019","2019","°C","-0.574","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7002","February","2020","2020","°C","1.637","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7003","March","2010","2010","°C","3.985","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7003","March","2011","2011","°C","1.566","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7003","March","2012","2012","°C","0.388","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7003","March","2013","2013","°C","1.54","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7003","March","2014","2014","°C","-0.555","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7003","March","2015","2015","°C","-0.514","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7003","March","2016","2016","°C","1.473","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7003","March","2017","2017","°C","1.244","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7003","March","2018","2018","°C","3.018","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7003","March","2019","2019","°C","-0.715","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7003","March","2020","2020","°C","-0.626","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7004","April","2010","2010","°C","3.339","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7004","April","2011","2011","°C","0.534","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7004","April","2012","2012","°C","0.703","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7004","April","2013","2013","°C","0.21","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7004","April","2014","2014","°C","0.535","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7004","April","2015","2015","°C","1.511","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7004","April","2016","2016","°C","1.403","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7004","April","2017","2017","°C","2.574","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7004","April","2018","2018","°C","2.471","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7004","April","2019","2019","°C","1.652","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7004","April","2020","2020","°C","0.829","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7005","May","2010","2010","°C","2.063","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7005","May","2011","2011","°C","2.271","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7005","May","2012","2012","°C","1.082","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7005","May","2013","2013","°C","1.103","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7005","May","2014","2014","°C","0.004","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7005","May","2015","2015","°C","1.282","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7005","May","2016","2016","°C","2.395","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7005","May","2017","2017","°C","2.231","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7005","May","2018","2018","°C","1.618","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7005","May","2019","2019","°C","0.08","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7005","May","2020","2020","°C","0.859","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7006","June","2010","2010","°C","-0.305","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7006","June","2011","2011","°C","0.895","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7006","June","2012","2012","°C","0.032","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7006","June","2013","2013","°C","0.544","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7006","June","2014","2014","°C","1.228","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7006","June","2015","2015","°C","-0.245","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7006","June","2016","2016","°C","0.846","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7006","June","2017","2017","°C","0.534","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7006","June","2018","2018","°C","0.915","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7006","June","2019","2019","°C","0.476","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7006","June","2020","2020","°C","0.449","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7007","July","2010","2010","°C","0.286","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7007","July","2011","2011","°C","0.262","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7007","July","2012","2012","°C","1.004","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7007","July","2013","2013","°C","0.814","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7007","July","2014","2014","°C","0.967","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7007","July","2015","2015","°C","0.007","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7007","July","2016","2016","°C","0.71","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7007","July","2017","2017","°C","0.227","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7007","July","2018","2018","°C","0.824","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7007","July","2019","2019","°C","1.025","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7007","July","2020","2020","°C","1.226","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7008","August","2010","2010","°C","-0.148","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7008","August","2011","2011","°C","0.417","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7008","August","2012","2012","°C","0.445","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7008","August","2013","2013","°C","-0.039","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7008","August","2014","2014","°C","0.801","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7008","August","2015","2015","°C","0.187","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7008","August","2016","2016","°C","-0.053","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7008","August","2017","2017","°C","0.404","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7008","August","2018","2018","°C","0.898","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7008","August","2019","2019","°C","0.512","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7008","August","2020","2020","°C","1.178","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7009","September","2010","2010","°C","-0.155","Fc","Calculated data"
