Company_Name,Coding,Year,ESG Score,Return on Equity,Return on Asset,Earning Per Share,Price/Sales Per Share Ratio,Earning before Interest & Taxes,DIVIDEND_YIELD
ENTERPRISE PRDS.PTNS.LP.,49,2015,15.42,13.1,7.77,1.257,1.89,4.0584,4.56
ENTERPRISE PRDS.PTNS.LP.,49,2016,19.86,11.81,6.13,0.995,2.95,3.1354,6.77
ENTERPRISE PRDS.PTNS.LP.,49,2017,24,12.48,6.34,1.292,1.95,3.3738,5.99
ENTERPRISE PRDS.PTNS.LP.,49,2018,22.73,17.89,8.94,1.898,1.47,4.8663,5.89
ENTERPRISE PRDS.PTNS.LP.,49,2019,46.97,18.77,9.16,2.073,1.89,5.2775,6.31
ENTERPRISE PRDS.PTNS.LP.,49,2020,44.57,15.26,7.48,1.712,1.57,4.5509,6.14
SCHLUMBERGER,50,2008,46.35,34.25,18.95,4.42,1.91,6.807,0.73
SCHLUMBERGER,50,2009,48.01,17.42,10.17,2.61,3.48,3.952,2.08
SCHLUMBERGER,50,2010,38.86,16.95,10.41,3.38,3.84,4.037,1.18
SCHLUMBERGER,50,2011,44.57,15.99,9.72,3.51,2.35,6.645,0.97
SCHLUMBERGER,50,2012,51.21,16.63,9.78,4.08,2.2,7.532,1.47
SCHLUMBERGER,50,2013,49.06,18.14,10.86,5.05,2.59,9.082,1.51
SCHLUMBERGER,50,2014,41.97,14.07,8.55,4.157,2.3,7.85,1.41
SCHLUMBERGER,50,2015,56.27,5.64,3.34,1.625,2.51,2.979,2.04
SCHLUMBERGER,50,2016,69.16,-4.4,-1.83,-1.243,4.1,-1.456,3.09
SCHLUMBERGER,50,2017,73.65,-3.86,-1.45,-1.03,3.07,-0.64,2.36
SCHLUMBERGER,50,2018,74.37,5.86,3.58,1.535,1.53,3.055,2.57
SCHLUMBERGER,50,2019,73.36,-33.83,-15.18,-7.319,1.69,-9.819,4.84
SCHLUMBERGER,50,2020,75.12,-58.71,-20.4,-7.567,1.29,-10.826,5.06
AMPHENOL 'A' ,51,2008,27.4,32.07,15.69,0.585,1.32,0.632207,0.15
AMPHENOL 'A' ,51,2009,26.72,20.54,11,0.457,2.85,0.483113,0.27
AMPHENOL 'A' ,51,2010,27.5,24.41,14.45,0.705,2.62,0.704429,0.13
AMPHENOL 'A' ,51,2011,25.89,23.34,13.05,0.762,1.98,0.759781,0.11
AMPHENOL 'A' ,51,2012,23.05,24.14,12.3,0.847,2.47,0.838454,0.12
AMPHENOL 'A' ,51,2013,22.19,24.04,11.89,0.979,3.14,0.910198,0.62
AMPHENOL 'A' ,51,2014,29.82,24.59,11.54,1.106,3.23,1.0529,0.87
AMPHENOL 'A' ,51,2015,22.89,24.85,11.19,1.206,2.97,1.1211,0.95
AMPHENOL 'A' ,51,2016,57.09,23.81,10.91,1.305,3.37,1.2137,1.2
AMPHENOL 'A' ,51,2017,61.32,16.97,7.68,1.657,3.96,1.4447,0.94
AMPHENOL 'A' ,51,2018,67.07,30.1,12.82,2.067,3.09,1.6901,0.83
AMPHENOL 'A' ,51,2019,65.46,27.03,11.96,1.876,4.05,1.6135,1.14
AMPHENOL 'A' ,51,2020,71.8,24.27,11.19,1.955,4.68,1.642,0.91
NEWMONT,52,2008,78.52,11.65,6.28,1.87,2.99,1.378,0.71
NEWMONT,52,2009,81.54,14.57,7.63,2.66,2.99,3.033,1.13
NEWMONT,52,2010,82.46,18.94,10.8,4.55,3.22,4.282,0.83
NEWMONT,52,2011,68.73,2.79,2.1,0.73,2.92,2.057,1.08
NEWMONT,52,2012,83.6,13.57,7.16,3.63,2.35,3.363,2.21
NEWMONT,52,2013,74.05,-20.59,-8.66,-5.066,1.38,-3.282,3.09
NEWMONT,52,2014,57.71,5.01,3.21,1.098,1.29,0.867,3.42
NEWMONT,52,2015,80.19,2.03,1.85,0.374,1.2,1.291,0.51
NEWMONT,52,2016,81.95,-5.68,-2.09,-0.932,2.69,0.059,0.58
NEWMONT,52,2017,80.74,-0.92,0.3,1.203,2.72,1.333,0.58
NEWMONT,52,2018,87.01,3.24,2.5,0.434,2.56,0.945,0.75
NEWMONT,52,2019,85.83,17.57,10.19,3.904,3.29,3.994,1.76
NEWMONT,52,2020,75.27,12.74,7.64,3.308,4.2,3.451,1.31
PIONEER NTRL.RES.,53,2008,29.03,6.64,3.6,1.85,0.84,0.601665,0.58
PIONEER NTRL.RES.,53,2009,25.03,-1.47,0.62,-0.46,3.42,-0.013929,1.85
PIONEER NTRL.RES.,53,2010,16.17,15.45,7.65,5.08,5.89,0.969869,0.15
PIONEER NTRL.RES.,53,2011,18.95,17.05,8.84,6.88,4.72,0.829916,0.09
PIONEER NTRL.RES.,53,2012,17.2,3.39,2.63,1.5,4.79,0.482096,0.08
PIONEER NTRL.RES.,53,2013,22.28,-13.64,-5.67,-6.16,7.18,-0.377969,0.07
PIONEER NTRL.RES.,53,2014,27.35,12.12,7.66,6.389,4.96,1.772,0.05
PIONEER NTRL.RES.,53,2015,32.07,-3.22,-1.01,-1.832,5.95,-0.239,0.06
PIONEER NTRL.RES.,53,2016,41.5,-5.92,-2.67,-3.349,7.57,-0.752,0.07
PIONEER NTRL.RES.,53,2017,44.18,7.63,5.54,1.188,5.55,0.462,0.04
PIONEER NTRL.RES.,53,2018,47.66,8.32,6.15,5.69,2.4,1.377,0.04
PIONEER NTRL.RES.,53,2019,46.63,6.22,4.59,4.509,2.61,1.108,0.22
PIONEER NTRL.RES.,53,2020,53.68,-1.69,-0.51,-1.212,2.68,-0.132,1.2
TE CONNECTIVITY,54,2008,25.11,15.88,9.07,1.45,0.53,2.345,1.63
TE CONNECTIVITY,54,2009,48.59,-36,-18.83,-6.64,1.1,-3.497,4.21
TE CONNECTIVITY,54,2010,54.16,15.71,8.53,2.63,1.34,1.709,2.49
TE CONNECTIVITY,54,2011,52.8,17.15,9.03,2.85,0.95,1.79,1.75
TE CONNECTIVITY,54,2012,58.15,14.4,7.64,2.613,1.2,1.598,2.09
TE CONNECTIVITY,54,2013,51.28,15.61,8.27,3.208,1.76,1.395,2.22
TE CONNECTIVITY,54,2014,55.33,20.49,10.85,4.575,1.9,2.127,1.8
TE CONNECTIVITY,54,2015,64.85,26.03,13.72,5.696,2.17,1.711,1.63
TE CONNECTIVITY,54,2016,64.76,22.24,12.32,5.623,2.09,1.289,2.3
TE CONNECTIVITY,54,2017,63.13,18.46,10.79,5.059,2.59,2.058,2.13
TE CONNECTIVITY,54,2018,65.29,24.92,14.9,8.172,1.91,2.347,1.6
TE CONNECTIVITY,54,2019,70.08,17.23,10.79,4.703,2.42,1.999,2.27
TE CONNECTIVITY,54,2020,69.11,-2.42,-1.2,0.358,3.3,0.572,1.83
AGILENT TECHS.,55,2008,54.45,23.93,10.67,1.87,1,0.938,0
AGILENT TECHS.,55,2009,61.37,-1.22,0.36,-0.09,2.4,0.095,0
AGILENT TECHS.,55,2010,75.11,23.86,8.9,1.94,2.69,0.809,0
AGILENT TECHS.,55,2011,78.07,26.86,11.87,2.85,1.87,1.155,0
AGILENT TECHS.,55,2012,77.01,24.3,12.83,3.27,2.11,1.147,0
AGILENT TECHS.,55,2013,76.88,13.83,7.48,2.099,2.91,0.968,0.92
AGILENT TECHS.,55,2014,83.19,9.52,5.37,1.491,1.98,0.766,0.88
AGILENT TECHS.,55,2015,78.17,8.47,4.85,1.197,3.47,0.555,1.02
AGILENT TECHS.,55,2016,88.55,10.99,6.66,1.404,3.57,0.626,1.22
AGILENT TECHS.,55,2017,87.72,15.08,9.07,2.098,4.88,0.882,1.08
AGILENT TECHS.,55,2018,89.77,6.72,4.41,2.671,4.46,1.021,0.83
AGILENT TECHS.,55,2019,88.83,23,12.55,3.368,5.25,0.993,0.94
AGILENT TECHS.,55,2020,89.32,14.95,8.18,2.304,6.92,0.92,0.82
BAXTER INTL. ,56,2008,65.9,30.64,14.61,3.16,2.76,2.624,1.37
BAXTER INTL. ,56,2009,54.99,32.86,14.59,3.59,2.87,2.78,1.95
BAXTER INTL. ,56,2010,44.3,20.64,9.47,2.39,2.34,2.094,1.88
BAXTER INTL. ,56,2011,51.91,33.82,13.55,3.88,2.04,2.967,2.46
BAXTER INTL. ,56,2012,80.67,34.4,12.94,4.18,2.61,2.986,2.61
BAXTER INTL. ,56,2013,84.19,26.13,9.55,3.665,2.5,2.68,2.65
BAXTER INTL. ,56,2014,83.93,30.12,10.19,4.565,2.4,2.606,2.81
BAXTER INTL. ,56,2015,88.12,11.41,4.51,1.764,2.1,0.574,2.9
BAXTER INTL. ,56,2016,80.45,57.95,27.51,9.011,2.4,5.043,1.3
BAXTER INTL. ,56,2017,83.67,8.23,4.79,2.346,3.4,1.302,1.12
BAXTER INTL. ,56,2018,85.22,19.2,10.65,2.595,3.23,1.786,0.94
BAXTER INTL. ,56,2019,48.4,12.73,6.64,1.551,3.82,1.081,1.15
BAXTER INTL. ,56,2020,56.73,13.3,6.64,2.132,3.55,1.445,0.99
GENERAL MILLS ,57,2008,69.58,22.45,8.45,1.82,1.54,2.2551,2.76
GENERAL MILLS ,57,2009,82.06,22.9,8.49,2.41,1.66,2.3445,2.93
GENERAL MILLS ,57,2010,84.22,28.94,9.89,2.42,1.64,2.555,2.74
GENERAL MILLS ,57,2011,71.13,30.56,11.12,2.35,1.81,2.7701,3.13
GENERAL MILLS ,57,2012,81.45,24.51,9.03,2.708,1.62,2.5633,3
GENERAL MILLS ,57,2013,77.04,28.34,9.46,2.694,1.87,2.8644,3.23
GENERAL MILLS ,57,2014,73.1,27.63,8.87,2.392,1.92,2.9735,3.11
GENERAL MILLS ,57,2015,71.06,21.18,6.36,2.422,2.02,2.0905,3.1
GENERAL MILLS ,57,2016,71.91,34.2,8.73,2.688,2.28,2.7155,3.18
GENERAL MILLS ,57,2017,43.76,35.81,8.52,2.729,2.27,2.5734,3.14
GENERAL MILLS ,57,2018,77.04,40.71,9.17,2.534,1.45,2.521,3.39
GENERAL MILLS ,57,2019,75.68,26.56,7.14,3.463,1.92,2.6094,4.69
GENERAL MILLS ,57,2020,74.63,28.87,8.39,3.898,2.05,3.0727,3.7
SEMPRA,58,2008,36.87,13.65,4.56,4.43,1,1.331,1.99
SEMPRA,58,2009,52.91,13.18,4.98,4.52,1.71,1.843,3.31
SEMPRA,58,2010,58.8,8.2,3.51,2.98,1.45,1.514,2.91
SEMPRA,58,2011,55.32,14.39,5.24,5.61,1.33,2.177,2.98
SEMPRA,58,2012,58.25,8.57,3.4,3.48,1.82,1.755,3.46
SEMPRA,58,2013,60.53,9.4,3.71,4.015,2.12,1.95,3.32
SEMPRA,58,2014,62.51,10.4,3.97,4.632,2.53,2.005,2.75
SEMPRA,58,2015,64.38,11.66,4.25,5.376,2.32,2.171,2.37
SEMPRA,58,2016,46.45,11.07,3.91,5.455,2.48,1.76,3.01
SEMPRA,58,2017,77.54,2,1.4,4.463,2.41,2.209,2.97
SEMPRA,58,2018,77,6.71,3.22,3.424,2.5,1.971,3.08
SEMPRA,58,2019,66.41,12.63,4.84,7.286,3.95,2.811,3.2
SEMPRA,58,2020,69.49,19.86,7.25,12.879,3.27,2.57,2.56
SYSCO,59,2008,44.39,33.08,12.03,1.81,0.37,1.902879,3.08
SYSCO,59,2009,42.54,30.79,11.15,1.91,0.45,1.887156,4.08
SYSCO,59,2010,54.46,32.43,12.4,1.94,0.47,2.014623,3.55
SYSCO,59,2011,57.09,27,11.38,1.94,0.44,1.954747,3.42
SYSCO,59,2012,67.36,23.89,10.22,1.831,0.44,1.905298,3.66
SYSCO,59,2013,68.53,20.1,8.67,1.655,0.48,1.671458,3.6
SYSCO,59,2014,67.56,17.81,7.78,1.47,0.5,1.588486,3.17
SYSCO,59,2015,74.77,13.05,5.48,1.301,0.5,1.262954,2.98
SYSCO,59,2016,74.78,21.73,6.66,1.839,0.63,1.738663,3.09
SYSCO,59,2017,73.88,38.99,7.86,2.102,0.6,2.071581,2.4
SYSCO,59,2018,71.66,58.54,9.35,2.831,0.56,2.281749,2.35
SYSCO,59,2019,77.02,66.84,10.59,3.505,0.74,2.291237,2.48
SYSCO,59,2020,68.24,11.77,2.67,-0.654,0.72,0.701604,2.18
D R HORTON,60,2008,28.79,-62.55,-28.65,-8.13,0.34,-2.5891,5.2
D R HORTON,60,2009,28.41,-21.41,-6.77,-0.92,0.94,-0.4551,2.28
D R HORTON,60,2010,31.06,9.79,4.76,0.11,0.86,0.1877,1.22
D R HORTON,60,2011,30.7,2.74,1.87,0.39,1.1,0.064,1.11
D R HORTON,60,2012,32.15,30.79,16.37,2.864,1.63,0.2698,1.08
D R HORTON,60,2013,30.22,12.1,6.33,1.496,1.3,0.6675,0.72
D R HORTON,60,2014,29.66,11.63,5.99,1.532,1.16,0.8187,0.69
D R HORTON,60,2015,38.52,13.64,7.54,2.066,1.09,1.1406,0.99
D R HORTON,60,2016,37.76,13.97,8.23,2.488,0.84,1.3619,1.19
D R HORTON,60,2017,38.36,14.28,9.12,2.967,1.37,1.6106,1.4
D R HORTON,60,2018,38.07,17.46,11.42,4.067,0.83,2.0693,0.96
D R HORTON,60,2019,37.19,17.03,11.11,4.687,1.13,2.1409,1.56
D R HORTON,60,2020,42.72,21.72,13.97,7.427,1.26,3.0014,1.29
EVERSOURCE ENERGY ,61,2008,48.76,8.79,3.45,1.67,0.65,0.641193,2.61
EVERSOURCE ENERGY ,61,2009,52.88,10,3.66,1.91,0.82,0.789176,3.63
EVERSOURCE ENERGY ,61,2010,69.82,10.34,3.79,2.16,1.15,0.840407,3.6
EVERSOURCE ENERGY ,61,2011,63.01,9.95,3.7,2.19,1.44,0.821891,3.2
EVERSOURCE ENERGY ,61,2012,61.59,7.83,3.37,1.87,1.73,1.137948,3.21
EVERSOURCE ENERGY ,61,2013,56.7,8.34,3.59,2.486,1.84,1.562022,3.51
EVERSOURCE ENERGY ,61,2014,53.14,8.37,3.66,2.582,2.19,1.657468,3.48
EVERSOURCE ENERGY ,61,2015,61.33,8.64,3.72,2.759,2.04,1.798391,2.9
EVERSOURCE ENERGY ,61,2016,66.74,8.95,3.84,2.959,2.3,1.905779,3.22
EVERSOURCE ENERGY ,61,2017,63.3,9.07,3.7,3.107,2.59,1.996162,3.23
EVERSOURCE ENERGY ,61,2018,71.1,9.15,3.83,3.264,2.44,1.828296,3.1
EVERSOURCE ENERGY ,61,2019,72.83,7.54,3.35,2.815,3.22,1.681068,3.08
EVERSOURCE ENERGY ,61,2020,69.01,9.03,3.74,3.546,3.3,2.083124,2.49
KROGER,62,2008,53.92,24.76,6.87,0.945,0.23,2.451,1.16
KROGER,62,2009,68.56,1.4,1.7,0.055,0.17,1.087,1.49
KROGER,62,2010,41.83,21.86,6.01,0.87,0.17,2.184,1.84
KROGER,62,2011,58.85,12.89,3.75,0.505,0.16,1.278,1.96
KROGER,62,2012,66.29,36.27,7.35,1.383,0.14,2.74,1.91
KROGER,62,2013,70.79,31.43,6.65,1.449,0.21,2.722,2.32
KROGER,62,2014,65.62,31.7,6.78,1.738,0.29,3.139,1.69
KROGER,62,2015,46.46,33.04,7.25,2.062,0.37,3.577,1.13
KROGER,62,2016,69.69,28.98,6.53,2.045,0.29,3.434,1.08
KROGER,62,2017,44.22,27.73,6.21,1.071,0.2,2.085,1.41
KROGER,62,2018,84.49,41.52,9.47,3.76,0.19,4.597,1.78
KROGER,62,2019,70.21,19.89,5.07,2.037,0.19,2.58,1.98
KROGER,62,2020,46.35,28.12,6.36,3.273,0.19,3.914,2.22
L3HARRIS TECHNOLOGIES ,63,2008,32.68,21.26,10.72,2.19,0.98,0.6942,1.17
L3HARRIS TECHNOLOGIES ,63,2009,48.77,1.83,1.62,2.01,1.27,0.5381,2.13
L3HARRIS TECHNOLOGIES ,63,2010,39.3,27.38,13.38,4.87,1.13,0.9124,1.8
L3HARRIS TECHNOLOGIES ,63,2011,37.26,24.76,11.84,4.43,0.77,0.9711,2.07
L3HARRIS TECHNOLOGIES ,63,2012,25.67,1.05,1.66,-2.43,1.03,0.9547,2.92
L3HARRIS TECHNOLOGIES ,63,2013,34.19,6.26,3.52,3.751,1.52,0.7736,3.01
L3HARRIS TECHNOLOGIES ,63,2014,32.87,31.35,12.33,4.976,1.54,0.8871,2.42
L3HARRIS TECHNOLOGIES ,63,2015,47.18,12.75,4.68,0.637,1.83,0.605,2.75
L3HARRIS TECHNOLOGIES ,63,2016,50.85,10.01,3.63,5.311,1.72,0.794,2.37
L3HARRIS TECHNOLOGIES ,63,2017,49.01,18.42,6.28,4.43,2.98,1.077,2.08
L3HARRIS TECHNOLOGIES ,63,2018,45.52,23.1,8.7,6.714,2.64,1.096,1.55
L3HARRIS TECHNOLOGIES ,63,2019,48.67,11.79,7.26,6.826,2.39,1.969,1.98
L3HARRIS TECHNOLOGIES ,63,2020,65.97,5.17,3.55,5.183,2.24,1.592,1.41
MCKESSON,64,2008,49.01,15.92,4.46,2.98,0.11,1.578,0.36
MCKESSON,64,2009,60.91,13.35,3.67,4.37,0.16,1.182,1.17
MCKESSON,64,2010,65.68,18.4,5.18,3.93,0.18,2.045,0.77
MCKESSON,64,2011,54.29,16.3,4.5,5.13,0.18,1.838,0.97
MCKESSON,64,2012,57.81,19.97,4.9,6.585,0.2,2.161,1.04
MCKESSON,64,2013,53.79,19.25,4.4,5.35,0.32,2.156,0.79
MCKESSON,64,2014,59.8,16.2,3.37,7.422,0.35,2.402,0.57
MCKESSON,64,2015,56.41,17.87,3.25,9.561,0.26,3.019,0.45
MCKESSON,64,2016,56.26,26.68,4.5,9.144,0.17,3.603,0.68
MCKESSON,64,2017,59.61,50.65,8.97,17.973,0.18,7.199,0.76
MCKESSON,64,2018,62.55,0.64,0.43,-1.522,0.11,0.738,0.82
MCKESSON,64,2019,53.13,0.38,0.4,-5.086,0.13,0.915,1.28
MCKESSON,64,2020,32.33,13.65,1.81,-26.8,0.14,2.879,1.09
WILLIAMS,65,2008,48.26,19.14,7.07,2.4,0.69,2.678,1.12
WILLIAMS,65,2009,60.68,3.38,2.59,0.49,1.51,1.392,3.06
WILLIAMS,65,2010,45.97,-13.94,-2.86,-1.88,1.5,-0.528,2.03
WILLIAMS,65,2011,42.55,8.28,3.61,0.63,2.49,1.62,1.89
WILLIAMS,65,2012,50.08,28.41,5.83,1.373,2.74,1.687,2.89
WILLIAMS,65,2013,50.88,8.94,2.96,0.626,3.86,1.456,3.88
WILLIAMS,65,2014,41.67,30.99,6.69,2.921,4.26,4.187,3.88
WILLIAMS,65,2015,57.48,-7.65,0.22,-0.762,2.62,-1.004,5.49
WILLIAMS,65,2016,53.99,-7.86,0.71,-0.565,3.12,0.407,14
WILLIAMS,65,2017,51.5,30.41,6.18,0.292,3.15,1.184,2.8
WILLIAMS,65,2018,64.01,-1.28,1.58,-0.16,2.47,1.047,3.61
WILLIAMS,65,2019,73.83,6.06,3.91,0.698,3.51,1.875,5.37
WILLIAMS,65,2020,56.67,1.66,2.52,0.171,3.16,1.121,6.38
BEST BUY,66,2008,58.54,26.34,11.03,2.69,0.32,2.29,1.16
BEST BUY,66,2009,61.57,21.98,7.47,2.61,0.37,1.794,2.14
BEST BUY,66,2010,56.47,24.03,8.09,3.33,0.29,2.289,1.42
BEST BUY,66,2011,40.12,19.76,7.4,3.21,0.19,2.165,1.68
BEST BUY,66,2012,34.08,-7.6,-1.67,-1.08,0.08,0.033183,2.63
BEST BUY,66,2013,37.29,15.1,3.89,1.45,0.33,1.187,4.7
BEST BUY,66,2014,63.75,27.46,8.94,3.49,0.34,1.477,1.84
BEST BUY,66,2015,80.75,19.14,6.86,2.56,0.27,1.39,1.9
BEST BUY,66,2016,83.09,27.03,9.6,3.81,0.35,1.888,3.48
BEST BUY,66,2017,77.08,24.04,7.94,4.178,0.5,1.892,2.56
BEST BUY,66,2018,85.52,42.32,11.83,5.121,0.35,1.961,1.86
BEST BUY,66,2019,85.71,45.42,11.2,5.75,0.54,2.057,3.14
BEST BUY,66,2020,71.75,44.58,10.62,6.84,0.56,2.429,2.21
CONSOLIDATED EDISON ,67,2008,53.92,12.74,5.05,4.37,0.78,2.001,4.88
CONSOLIDATED EDISON ,67,2009,75.6,8.7,3.76,3.14,0.96,1.916,5.94
CONSOLIDATED EDISON ,67,2010,68.08,9.31,3.97,3.47,1.06,2.145,5.1
CONSOLIDATED EDISON ,67,2011,69.09,9.34,3.99,3.57,1.41,2.245,4.78
CONSOLIDATED EDISON ,67,2012,65.91,9.77,3.99,3.86,1.34,2.341,4.06
CONSOLIDATED EDISON ,67,2013,64.9,8.81,3.51,3.607,1.32,2.114,4.34
CONSOLIDATED EDISON ,67,2014,62.37,8.8,3.47,3.714,1.5,2.246,4.57
CONSOLIDATED EDISON ,67,2015,64.82,9.31,3.57,4.052,1.51,2.427,3.73
CONSOLIDATED EDISON ,67,2016,71.94,9.1,3.58,4.124,1.84,2.615,3.85
CONSOLIDATED EDISON ,67,2017,69.31,10.26,4.13,4.1,2.18,2.715,3.64
CONSOLIDATED EDISON ,67,2018,55.34,8.6,3.9,4.551,1.94,2.553,3.47
CONSOLIDATED EDISON ,67,2019,58.87,7.73,3.63,4.076,2.37,2.611,3.84
CONSOLIDATED EDISON ,67,2020,63.12,5.97,3,3.28,1.98,2.135,3.37
INTL.FLAVORS & FRAG.,68,2008,32.55,38.58,10.66,2.87,0.99,0.35453,2
INTL.FLAVORS & FRAG.,68,2009,32.19,29.14,9.13,2.47,1.4,0.334367,3.57
INTL.FLAVORS & FRAG.,68,2010,57.9,29.61,11.15,3.26,1.7,0.408302,2.37
INTL.FLAVORS & FRAG.,68,2011,65.58,25.37,10.64,3.26,1.53,0.418185,1.93
INTL.FLAVORS & FRAG.,68,2012,74.8,21.44,9.47,3.09,1.93,0.485168,2.27
INTL.FLAVORS & FRAG.,68,2013,73.76,25.9,12.18,4.287,2.39,0.531977,1.97
INTL.FLAVORS & FRAG.,68,2014,74.54,27.65,13.63,5.057,2.67,0.595128,1.82
INTL.FLAVORS & FRAG.,68,2015,77.17,26.84,13.02,5.158,3.2,0.585163,1.81
INTL.FLAVORS & FRAG.,68,2016,75.93,25.12,11.83,5.052,3.02,0.576706,1.91
INTL.FLAVORS & FRAG.,68,2017,80.85,17.8,8.05,5.466,3.56,0.602408,2.19
INTL.FLAVORS & FRAG.,68,2018,81.14,8.64,5.04,4.156,2.97,0.580667,1.8
INTL.FLAVORS & FRAG.,68,2019,85.15,7.39,4.31,3.996,2.84,0.695673,2.19
INTL.FLAVORS & FRAG.,68,2020,76.32,5.75,3.5,3.172,2.43,0.573173,2.32
NUCOR,69,2008,42.85,28.08,16.19,5.98,0.6,3.238945,2.15
NUCOR,69,2009,66.05,-3.83,-1.48,-0.94,1.31,-0.181715,3.55
NUCOR,69,2010,51.25,1.82,1.79,0.42,0.88,0.460337,3.01
NUCOR,69,2011,52.74,10.63,6.26,2.45,0.63,1.440667,3.28
NUCOR,69,2012,48.87,6.65,4.29,1.58,0.71,1.039766,3.49
NUCOR,69,2013,50.81,6.36,3.98,1.523,0.89,0.933812,3.23
NUCOR,69,2014,51.72,9.23,5.35,2.223,0.74,1.365214,2.87
NUCOR,69,2015,62.32,4.69,3.16,1.111,0.79,0.881452,3.36
NUCOR,69,2016,57.84,10.34,6.17,2.481,1.17,1.441081,4.14
NUCOR,69,2017,58.16,15.81,9.24,3.551,1.01,1.893988,2.5
NUCOR,69,2018,51.26,25.38,14.68,7.442,0.65,3.350407,2.2
NUCOR,69,2019,48.96,12.55,7.66,4.134,0.76,1.936854,2.7
NUCOR,69,2020,45.94,6.78,4.41,2.363,0.8,1.012684,2.98
PUB.SER.ENTER.GP,70,2008,50.48,15.33,5.39,1.93,1.11,2.47,2.32
PUB.SER.ENTER.GP,70,2009,74.1,19.23,6.68,3.14,1.44,3.117,4.32
PUB.SER.ENTER.GP,70,2010,70.09,16.98,6.38,3.08,1.39,3.083,4.05
PUB.SER.ENTER.GP,70,2011,63.91,15.1,6.06,2.96,1.54,2.854,4.33
PUB.SER.ENTER.GP,70,2012,57.36,12.11,5.04,2.51,1.59,2.422,4.43
PUB.SER.ENTER.GP,70,2013,59.2,11.1,4.68,2.449,1.63,2.446,4.73
PUB.SER.ENTER.GP,70,2014,54.78,12.76,5.22,2.988,1.93,2.832,4.58
PUB.SER.ENTER.GP,70,2015,53.94,13.3,5.31,3.305,1.89,3.061,3.5
PUB.SER.ENTER.GP,70,2016,60.03,6.77,2.93,1.746,2.46,1.672,3.93
PUB.SER.ENTER.GP,70,2017,65.55,11.67,4.4,1.635,2.87,1.636,3.72
PUB.SER.ENTER.GP,70,2018,70.61,10.19,4.12,2.836,2.72,2.316,3.43
PUB.SER.ENTER.GP,70,2019,70.31,11.49,4.6,3.339,2.97,2.505,3.55
PUB.SER.ENTER.GP,70,2020,66.08,12.26,4.87,3.757,3.08,2.887,3.22
SM ENERGY ,71,2008,23.71,9.2,3.98,1.45,0.96,0.171686,0.26
SM ENERGY ,71,2009,22.15,-9.46,-3.19,-1.59,3.14,-0.130608,0.56
SM ENERGY ,71,2010,28.07,17.96,8.33,3.04,4.17,0.339092,0.26
SM ENERGY ,71,2011,27.42,16.07,7.5,3.19,3.52,0.38485,0.17
SM ENERGY ,71,2012,29.9,-3.77,-0.32,-0.833,2.23,-0.019797,0.14
SM ENERGY ,71,2013,31.26,11.32,5.15,2.514,2.49,0.368322,0.18
SM ENERGY ,71,2014,25.84,34.21,13.01,9.789,1.04,1.163253,0.12
SM ENERGY ,71,2015,35.32,-21.63,-6.02,-6.611,0.88,-0.594712,0.3
SM ENERGY ,71,2016,34.54,-34.84,-11.08,-9.896,2.24,-1.060235,0.73
SM ENERGY ,71,2017,36.58,-6.58,-0.84,-2.015,1.95,-0.177163,0.3
SM ENERGY ,71,2018,37.37,19.13,10.14,4.479,1.07,0.812683,0.37
SM ENERGY ,71,2019,35.41,-6.6,-0.97,-1.66,0.8,-0.071942,0.52
SM ENERGY ,71,2020,32.32,-32.09,-11.27,-6.725,0.62,-0.792813,0.88
SPX,72,2008,18.07,12.34,5.23,4.81,0.37,0.4765,1.05
SPX,72,2009,15.83,1.62,1.56,0.64,0.56,0.1581,2.58
SPX,72,2010,25.62,10.36,4.52,3.85,0.74,0.3017,1.63
SPX,72,2011,22.63,8.35,3.64,3.54,0.56,0.2884,1.35
SPX,72,2012,23.33,11.53,4.59,-1.08,0.69,0.0293,1.53
SPX,72,2013,22.02,9.5,4.05,4.656,0.97,0.3223,1.43
SPX,72,2014,23.05,20.02,6.95,8.938,0.78,0.6626,0.98
SPX,72,2015,16.38,-7.65,-1.7,-1.903,0.22,-0.1824,1.83
SPX,72,2016,29.05,-31.77,-3.79,-0.096,0.67,0.0542,17.69
SPX,72,2017,28.76,35.28,5.21,2.182,0.97,0.0532,6.04
SPX,72,2018,39.45,22.26,4.88,1.767,0.81,0.1011,0
SPX,72,2019,46.23,15.46,4.22,1.672,1.5,0.1043,0
SPX,72,2020,37.7,17.18,5.07,2.204,1.6,0.1349,0
WEC ENERGY GROUP ,73,2008,70.62,11.16,3.77,1.52,1.12,0.6776,2.1
WEC ENERGY GROUP ,73,2009,69.08,11.08,3.83,1.62,1.42,0.6921,2.6
WEC ENERGY GROUP ,73,2010,69.73,12.39,4.59,1.93,1.66,0.8506,2.67
WEC ENERGY GROUP ,73,2011,52.18,13.55,5.05,2.24,1.83,0.95,2.7
WEC ENERGY GROUP ,73,2012,71.73,13.49,5.03,2.35,2.02,1.0351,3.51
WEC ENERGY GROUP ,73,2013,70.6,13.8,5.1,2.514,2.1,1.0989,3.57
WEC ENERGY GROUP ,73,2014,65.25,13.6,4.98,2.586,2.4,1.1255,3.73
WEC ENERGY GROUP ,73,2015,67.36,9.77,3.87,2.341,2.36,1.3094,3.11
WEC ENERGY GROUP ,73,2016,59.77,10.68,4.04,2.963,2.49,1.7629,3.74
